gene	symbol	pvalue	effectsize	signif
4137	MAPT	5.07703055074313e-60	2.88488765270795	TRUE
3192	HNRNPU	6.52457019181309e-22	-0.928477974406051	TRUE
7314	UBB	3.46731384272225e-20	2.05136999532886	TRUE
4858	NOVA2	1.6696540781247e-15	-0.750489756847911	TRUE
5707	PSMD1	1.76288947292508e-11	-0.484343736974406	TRUE
10155	TRIM28	2.95372494663783e-10	-0.759677972658441	TRUE
3188	HNRNPH2	1.14769612104368e-09	-0.842845602538967	TRUE
1996	ELAVL4	1.66092826347099e-09	-0.657055382547339	TRUE
7184	HSP90B1	7.95187881792788e-09	-0.424374481438292	TRUE
3191	HNRNPL	4.14864748115716e-08	-0.857075558623887	TRUE
6205	RPS11	2.14942894918482e-07	-0.682319892672698	TRUE
10953	TOMM34	2.20351065332096e-06	0.793640672824793	TRUE
6208	RPS14	3.04329569661173e-06	-0.867671410156492	TRUE
1191	CLU	3.63467897749376e-06	0.820329750247885	TRUE
3315	HSPB1	3.63467897749376e-06	1.06377431561319	TRUE
6175	RPLP0	3.63852304007614e-06	-0.547741366872049	TRUE
23420	NOMO1	4.88881463168911e-06	-0.53469695652601	TRUE
51520	LARS1	4.88881463168911e-06	-0.399094692769709	TRUE
3189	HNRNPH3	6.35021333006006e-06	-0.606485741163175	TRUE
7431	VIM	8.67297141095885e-06	0.832735362226949	TRUE
6217	RPS16	8.85506401407782e-06	-0.56171360541613	TRUE
26999	CYFIP2	3.02132107904832e-05	-0.582179864980471	TRUE
5717	PSMD11	3.46552017240815e-05	-0.293742628331212	TRUE
60412	EXOC4	3.48075852621635e-05	-0.733851309453154	TRUE
8682	PEA15	5.61920803456843e-05	0.837770295704548	TRUE
23435	TARDBP	5.61920803456843e-05	-0.70362203117559	TRUE
1660	DHX9	5.61920803456843e-05	-0.696590109840741	TRUE
3184	HNRNPD	8.57547013903451e-05	-0.637477276626394	TRUE
4670	HNRNPM	9.07465638160821e-05	-0.760660374766542	TRUE
645	BLVRB	0.000109244367810115	0.628647968065058	TRUE
9349	RPL23	0.000109244367810115	-0.776275205801203	TRUE
816	CAMK2B	0.000115166188308627	-0.652482147587329	TRUE
5813	PURA	0.000121825329156315	-0.581070644980882	TRUE
10130	PDIA6	0.000121825329156315	-0.472964853185055	TRUE
6191	RPS4X	0.000132007012626303	-0.500114589648611	TRUE
488	ATP2A2	0.000182237749714678	-0.548614228200321	TRUE
5591	PRKDC	0.000185774458846045	-0.325795785339383	TRUE
4627	MYH9	0.000185774458846045	-0.34631117085876	TRUE
80309	SPHKAP	0.000187476272858628	-0.566092252341911	TRUE
6187	RPS2	0.000223220707311325	-0.590377792214357	TRUE
254778	VXN	0.000271769723786185	2.38308903033894	TRUE
6272	SORT1	0.000274256411953021	-0.426896403644339	TRUE
10787	NCKAP1	0.000282706638697594	-0.538497112159026	TRUE
57863	CADM3	0.000282988227407129	0.744110557998344	TRUE
6188	RPS3	0.000282988227407129	-0.531300222037077	TRUE
10147	SUGP2	0.000374035697631791	-0.56429903881344	TRUE
2891	GRIA2	0.000374035697631791	-0.495523790250446	TRUE
8878	SQSTM1	0.000374035697631791	1.33417366302451	TRUE
6185	RPN2	0.000476398327299506	-0.348042233054798	TRUE
1452	CSNK1A1	0.000525908598669238	0.721226261312306	TRUE
2193	FARSA	0.000532348839686605	-0.308698984076827	TRUE
4684	NCAM1	0.000532348839686605	0.518092190694555	TRUE
2670	GFAP	0.000591722017247471	1.57152804263111	TRUE
5064	PALM	0.000681905211765826	0.824971087380509	TRUE
1654	DDX3X	0.000708536259003911	-0.393070901035407	TRUE
3837	KPNB1	0.000746760098348244	-0.349229030425519	TRUE
7531	YWHAE	0.000863714096765996	0.384091626181952	TRUE
50804	MYEF2	0.000917777278355673	-0.431039728169639	TRUE
51065	RPS27L	0.000918429657874697	-0.724312941261609	TRUE
1453	CSNK1D	0.000991151709359098	0.4921009198352	TRUE
283209	PGM2L1	0.00102337021603275	-0.400912306452384	TRUE
1650	DDOST	0.00104463454565746	-0.497231329197335	TRUE
5223	PGAM1	0.00126953660687801	0.909654440694717	TRUE
2037	EPB41L2	0.00126953660687801	0.294044960021573	TRUE
396	ARHGDIA	0.00128115362047612	1.46311766182111	TRUE
10970	CKAP4	0.00132974889999486	-0.405320442626023	TRUE
57136	APMAP	0.00142679074675911	-0.376406186015054	TRUE
6742	SSBP1	0.00154004918921559	0.676974865389665	TRUE
3187	HNRNPH1	0.00161265243723387	-0.522460149943516	TRUE
1665	DHX15	0.00167851707156219	-0.409549001253256	TRUE
6138	RPL15	0.00188010596844272	-0.752809794051047	TRUE
9601	PDIA4	0.00190886353428062	-0.445048179779631	TRUE
5702	PSMC3	0.00193697144523342	-0.264220015836976	TRUE
57698	SHTN1	0.0020082795011205	0.40691155048757	TRUE
2931	GSK3A	0.0020082795011205	-0.31331531872298	TRUE
10056	FARSB	0.0020082795011205	-0.463508938215715	TRUE
6184	RPN1	0.00200925590734987	-0.34382900657632	TRUE
10236	HNRNPR	0.00215501365414554	-0.507536648529086	TRUE
2039	DMTN	0.00221221272687543	0.555900375739168	TRUE
8766	RAB11A	0.00222039964845506	0.496485869241216	TRUE
5708	PSMD2	0.00250992926854041	-0.51021299056877	TRUE
6129	RPL7	0.00266219324440336	-0.59003591603388	TRUE
5478	PPIA	0.00315418951430877	1.34374359648731	TRUE
1462	VCAN	0.00315473530420232	0.641803681117313	TRUE
720	C4A	0.0046037224078361	0.792620341944385	TRUE
10960	LMAN2	0.00489700511212569	-0.45712191022343	TRUE
6624	FSCN1	0.00493144858851277	0.54534563315847	TRUE
10049	DNAJB6	0.00517676818870386	0.471643462802649	TRUE
8618	CADPS	0.00527630884527228	-0.211689931474027	TRUE
7158	TP53BP1	0.00528465008359105	-0.504595318270317	TRUE
2023	ENO1	0.00536644788275098	0.828793642529498	TRUE
3069	HDLBP	0.00537927776848101	-0.297554746592299	TRUE
55915	LANCL2	0.0055103759472479	-0.502723714669615	TRUE
7534	YWHAZ	0.00557114688336145	0.49750204831072	TRUE
3312	HSPA8	0.00622629945590274	0.331391483907176	TRUE
7458	EIF4H	0.00725424331422404	0.439268296574086	TRUE
6132	RPL8	0.00795807379804102	-0.627656948433322	TRUE
221092	HNRNPUL2	0.00804879742528588	-0.416426238893941	TRUE
11076	TPPP	0.0082293723897376	0.46176608797585	TRUE
6158	RPL28	0.00866971396546754	-0.52935239341261	TRUE
873	CBR1	0.00884223957316887	0.636416583797167	TRUE
5479	PPIB	0.00959936742990866	0.768524681144976	TRUE
23673	STX12	0.00959936742990866	0.441557085933483	TRUE
23345	SYNE1	0.0110421330617083	-0.501774923834064	TRUE
7070	THY1	0.0116533805330476	0.780574725140522	TRUE
134111	UBE2QL1	0.0117116051899467	0.932134288104684	TRUE
51571	CYRIB	0.0124812273984937	-4.45963155527721	TRUE
2026	ENO2	0.0131796608168335	0.699998595063448	TRUE
4133	MAP2	0.0135600890145687	0.441152108603559	TRUE
